type	abstr_utt	abstr_da	utt	da
confirm	*STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	Lincoln Center to Delancey Street	from_stop=Lincoln Center, to_stop=Delancey Street
reply	*STOP to *NUMBER street	"inform(from_stop=""*STREET"")"	Inwood to *NUMBER street	from_stop=Inwood, direction=Lincoln Center, vehicle=subway, departure_time=1:03pm, line=3
apologize	*STOP to *NUMBER street	"inform(from_stop=""*STREET"")"	Canal Street to *NUMBER street	*=notfound, from_stop=Canal Street
request	*STOP to *NUMBER street	"inform(from_stop=""*STREET"")"	Bowery to *NUMBER street	to_stop=?
confirm-request	*STOP to *NUMBER street	"inform(from_stop=""*STREET"")"	Delancey Street to *NUMBER street	confirm: from_stop=Delancey Street; request: to_stop=?
confirm	*STOP to *NUMBER street	"inform(from_stop=""*STREET"")"	Delancey Street to *NUMBER street	from_stop=Delancey Street
reply	*STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	Broad Street to Rector Street	from_stop=Broad Street, departure_time=4:09pm, line=1, vehicle=subway, direction=Rector Street
apologize	*STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	Bleecker Street to Franklin Street	*=notfound, from_stop=Bleecker Street, to_stop=Franklin Street
confirm	*STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	East Broadway to Columbia University	from_stop=East Broadway, to_stop=Columbia University
reply	want to find a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	want to find a subway connection	vehicle=subway, from_stop=Grand Street, departure_time=11:01am, line=2, direction=Rector Street
apologize	want to find a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	want to find a bus connection	*=notfound, vehicle=bus
request	want to find a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	want to find a subway connection	from_stop=?, to_stop=?
confirm-request	want to find a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	want to find a subway connection	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	want to find a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	want to find a subway connection	vehicle=subway
reply	i'm traveling from *STOP	"inform(from_stop=""*STOP"")"	i'm traveling from Bowling Green	from_stop=Bowling Green, direction=Grand Street, departure_time=11:06pm, vehicle=subway, line=L
apologize	i'm traveling from *STOP	"inform(from_stop=""*STOP"")"	i'm traveling from Essex Street	*=notfound, from_stop=Essex Street
request	i'm traveling from *STOP	"inform(from_stop=""*STOP"")"	i'm traveling from Bryant Park	to_stop=?
confirm-request	i'm traveling from *STOP	"inform(from_stop=""*STOP"")"	i'm traveling from Wall Street	confirm: from_stop=Wall Street; request: to_stop=?
confirm	i'm traveling from *STOP	"inform(from_stop=""*STOP"")"	i'm traveling from Wall Street	from_stop=Wall Street
reply	find *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	find subway connection from Lincoln Center to Bryant Park	line=D, vehicle=subway, from_stop=Lincoln Center, direction=Bryant Park, departure_time=11:16am
apologize	find *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	find bus connection from Astor Place to Bryant Park	*=notfound, from_stop=Astor Place, to_stop=Bryant Park, vehicle=bus
confirm	find *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	find subway connection from Delancey Street to Columbia University	from_stop=Delancey Street, to_stop=Columbia University, vehicle=subway
reply	i wanna find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i wanna find a bus connection from Bleecker Street to Columbus Circle	departure_time=10:18am, from_stop=Bleecker Street, vehicle=bus, line=M22, direction=Columbus Circle
apologize	i wanna find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i wanna find a bus connection from Washington Square to Prince Street	*=notfound, from_stop=Washington Square, to_stop=Prince Street, vehicle=bus
confirm	i wanna find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i wanna find a bus connection from Marble Hill to Chambers Street	from_stop=Marble Hill, to_stop=Chambers Street, vehicle=bus
reply	i wanna go to *STOP	"inform(to_stop=""*STOP"")"	i wanna go to Cathedral Parkway	vehicle=subway, departure_time=4:12pm, direction=Cathedral Parkway, line=N, from_stop=Bleecker Street
apologize	i wanna go to *STOP	"inform(to_stop=""*STOP"")"	i wanna go to Wall Street	*=notfound, to_stop=Wall Street
request	i wanna go to *STOP	"inform(to_stop=""*STOP"")"	i wanna go to Wall Street	from_stop=?
confirm-request	i wanna go to *STOP	"inform(to_stop=""*STOP"")"	i wanna go to Astor Place	confirm: to_stop=Astor Place; request: from_stop=?
confirm	i wanna go to *STOP	"inform(to_stop=""*STOP"")"	i wanna go to Astor Place	to_stop=Astor Place
reply	i want a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want a subway connection from Inwood to Cortlandt Street	direction=Cortlandt Street, from_stop=Inwood, line=M, vehicle=subway, departure_time=8:09am
apologize	i want a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want a subway connection from Times Square to Essex Street	*=notfound, from_stop=Times Square, to_stop=Essex Street, vehicle=subway
confirm	i want a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want a bus connection from Cathedral Parkway to Washington Square	from_stop=Cathedral Parkway, to_stop=Washington Square, vehicle=bus
reply	i want to find a connection from *STOP	"inform(from_stop=""*STREET"")"	i want to find a connection from Bowling Green	vehicle=bus, line=M22, direction=Franklin Street, departure_time=6:05pm, from_stop=Bowling Green
apologize	i want to find a connection from *STOP	"inform(from_stop=""*STREET"")"	i want to find a connection from Lincoln Center	*=notfound, from_stop=Lincoln Center
request	i want to find a connection from *STOP	"inform(from_stop=""*STREET"")"	i want to find a connection from Union Square	to_stop=?
confirm-request	i want to find a connection from *STOP	"inform(from_stop=""*STREET"")"	i want to find a connection from East Broadway	confirm: from_stop=East Broadway; request: to_stop=?
confirm	i want to find a connection from *STOP	"inform(from_stop=""*STREET"")"	i want to find a connection from East Broadway	from_stop=East Broadway
reply	i want to find a connection from *STOP man	"inform(from_stop=""*STREET"")"	i want to find a connection from Park Place man	departure_time=9:14am, line=M15, from_stop=Park Place, direction=Port Authority Bus Terminal, vehicle=bus
apologize	i want to find a connection from *STOP man	"inform(from_stop=""*STREET"")"	i want to find a connection from East Broadway man	*=notfound, from_stop=East Broadway
request	i want to find a connection from *STOP man	"inform(from_stop=""*STREET"")"	i want to find a connection from Washington Square man	to_stop=?
confirm-request	i want to find a connection from *STOP man	"inform(from_stop=""*STREET"")"	i want to find a connection from Astor Place man	confirm: from_stop=Astor Place; request: to_stop=?
confirm	i want to find a connection from *STOP man	"inform(from_stop=""*STREET"")"	i want to find a connection from Astor Place man	from_stop=Astor Place
reply	i want to find a connection from *STOP queen to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to find a connection from Columbus Circle queen to Essex Street	direction=Essex Street, vehicle=bus, from_stop=Columbus Circle, line=M101, departure_time=10:14am
apologize	i want to find a connection from *STOP queen to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to find a connection from Prince Street queen to Essex Street	*=notfound, from_stop=Prince Street, to_stop=Essex Street
confirm	i want to find a connection from *STOP queen to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to find a connection from Cortlandt Street queen to Columbus Circle	from_stop=Cortlandt Street, to_stop=Columbus Circle
reply	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Bleecker Street from	vehicle=bus, direction=Franklin Street, departure_time=7:07am, line=M3, from_stop=Bleecker Street
apologize	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Times Square from	*=notfound, from_stop=Times Square, vehicle=bus
request	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Cathedral Parkway from	to_stop=?
confirm-request	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Dyckman Street from	confirm: from_stop=Dyckman Street, vehicle=subway; request: to_stop=?
confirm	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Dyckman Street from	from_stop=Dyckman Street, vehicle=subway
reply	i want to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from East Broadway to City Hall	from_stop=East Broadway, vehicle=bus, departure_time=11:15am, direction=City Hall, line=M102
apologize	i want to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Lincoln Center to Franklin Street	*=notfound, from_stop=Lincoln Center, to_stop=Franklin Street, vehicle=subway
confirm	i want to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Lincoln Center to World Trade Center	from_stop=Lincoln Center, to_stop=World Trade Center, vehicle=bus
reply	i want to find a *VEHICLE connection from *STOP to *STOP *NUMBER	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Fulton Street to Bowling Green *NUMBER	departure_time=8:05am, line=7, direction=Bowling Green, vehicle=subway, from_stop=Fulton Street
apologize	i want to find a *VEHICLE connection from *STOP to *STOP *NUMBER	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Canal Street to World Trade Center *NUMBER	*=notfound, to_stop=World Trade Center, from_stop=Canal Street, vehicle=bus
confirm	i want to find a *VEHICLE connection from *STOP to *STOP *NUMBER	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Columbus Circle to Columbia University *NUMBER	to_stop=Columbia University, from_stop=Columbus Circle, vehicle=subway
reply	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by bus	from_stop=Lincoln Center, line=M72, vehicle=bus, departure_time=8:17pm, direction=Dyckman Street
apologize	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by bus	*=notfound, vehicle=bus
request	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by bus	from_stop=?, to_stop=?
confirm-request	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by subway	vehicle=subway
reply	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Lincoln Center	vehicle=subway, from_stop=Lincoln Center, departure_time=4:12pm, direction=Columbia University, line=D
apologize	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Union Square	*=notfound, from_stop=Union Square
request	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Broad Street	to_stop=?
confirm-request	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Cortlandt Street	confirm: from_stop=Cortlandt Street; request: to_stop=?
confirm	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Cortlandt Street	from_stop=Cortlandt Street
reply	i want to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go from Roosevelt Island to Columbus Circle	vehicle=subway, from_stop=Roosevelt Island, direction=Columbus Circle, departure_time=9:00pm, line=D
apologize	i want to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go from Grand Central to Houston Street	*=notfound, from_stop=Grand Central, to_stop=Houston Street
confirm	i want to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go from Rockefeller Center to Columbus Circle	from_stop=Rockefeller Center, to_stop=Columbus Circle
reply	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Delancey Street	direction=Port Authority Bus Terminal, line=B, from_stop=Delancey Street, vehicle=subway, departure_time=7:11am
apologize	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Union Square	*=notfound, from_stop=Union Square
request	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Port Authority Bus Terminal	to_stop=?
confirm-request	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Astor Place	confirm: from_stop=Astor Place; request: to_stop=?
confirm	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Astor Place	from_stop=Astor Place
reply	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to City Hall	vehicle=bus, from_stop=East Broadway, line=M66, direction=City Hall, departure_time=11:03am
apologize	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to Bryant Park	*=notfound, to_stop=Bryant Park
request	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to Canal Street	from_stop=?
confirm-request	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to East Broadway	confirm: to_stop=East Broadway; request: from_stop=?
confirm	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to East Broadway	to_stop=East Broadway
reply	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Central Park hello	vehicle=subway, from_stop=Union Square, departure_time=2:18pm, line=3, direction=Central Park
apologize	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Grand Street hello	*=notfound, to_stop=Grand Street
request	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Fulton Street hello	from_stop=?
confirm-request	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Port Authority Bus Terminal hello	confirm: to_stop=Port Authority Bus Terminal; request: from_stop=?
confirm	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Port Authority Bus Terminal hello	to_stop=Port Authority Bus Terminal
reply	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Franklin Street	departure_time=11:18am, vehicle=bus, from_stop=Grand Street, line=M3, direction=Franklin Street
apologize	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Dyckman Street	*=notfound, to_stop=Dyckman Street
request	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Rector Street	from_stop=?
confirm-request	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Essex Street	confirm: to_stop=Essex Street; request: from_stop=?
confirm	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Essex Street	to_stop=Essex Street
reply	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	departure_time=5:01pm, line=M5, vehicle=bus, from_stop=Houston Street, direction=Rector Street
apologize	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	*=notfound, departure_time_rel=0:30
request	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	from_stop=?, to_stop=?
confirm-request	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	confirm: departure_time_rel=0:30; request: from_stop=?, to_stop=?
confirm	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	departure_time_rel=0:30
reply	and what time would the next connection be	"request(departure_time=""*DEPARTURE_TIME"")&inform(alternative=""next"")"	and what time would the next connection be	departure_time=10:21pm
confirm-reply	and what time would the next connection be	"request(departure_time=""*DEPARTURE_TIME"")&inform(alternative=""next"")"	and what time would the next connection be	confirm: alternative=next; reply: departure_time=10:21pm
confirm	and what time would the next connection be	"request(departure_time=""*DEPARTURE_TIME"")&inform(alternative=""next"")"	and what time would the next connection be	alternative=next
reply	uh what is the distance of that trip	request(distance)	uh what is the distance of that trip	distance=6.4 miles
reply	yes what time does that leave again	"request(departure_time=""*DEPARTURE_TIME"")"	yes what time does that leave again	departure_time=7:46pm
reply	and what's the duration of that	request(duration)	and what's the duration of that	duration=71 minutes
reply	when will the next *VEHICLE	"inform(vehicle=""*VEHICLE"")&request(departure_time=""*DEPARTURE_TIME"")&inform(alternative=""next"")"	when will the next bus	departure_time=8:22am
confirm-reply	when will the next *VEHICLE	"inform(vehicle=""*VEHICLE"")&request(departure_time=""*DEPARTURE_TIME"")&inform(alternative=""next"")"	when will the next subway	confirm: vehicle=subway, alternative=next; reply: departure_time=8:22am
confirm	when will the next *VEHICLE	"inform(vehicle=""*VEHICLE"")&request(departure_time=""*DEPARTURE_TIME"")&inform(alternative=""next"")"	when will the next subway	vehicle=subway, alternative=next
reply	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the bus connection from Rockefeller Center	vehicle=bus, line=M20, from_stop=Rockefeller Center, departure_time=11:16pm, direction=Herald Square
apologize	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the bus connection from Lincoln Center	*=notfound, from_stop=Lincoln Center, vehicle=bus
request	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the bus connection from Astor Place	to_stop=?
confirm-request	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the bus connection from Grand Street	confirm: from_stop=Grand Street, vehicle=bus; request: to_stop=?
confirm	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the bus connection from Grand Street	from_stop=Grand Street, vehicle=bus
reply	i would like to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i would like to find a bus connection from Broad Street to Roosevelt Island	direction=Roosevelt Island, from_stop=Broad Street, departure_time=10:12am, line=M8, vehicle=bus
apologize	i would like to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i would like to find a bus connection from Dyckman Street to Houston Street	*=notfound, from_stop=Dyckman Street, to_stop=Houston Street, vehicle=bus
confirm	i would like to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i would like to find a subway connection from Lincoln Center to Astor Place	from_stop=Lincoln Center, to_stop=Astor Place, vehicle=subway
reply	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a bus	direction=Penn Station, line=M22, vehicle=bus, from_stop=Rector Street, departure_time=8:19am
apologize	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a subway	*=notfound, vehicle=subway
request	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a bus	from_stop=?, to_stop=?
confirm-request	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a bus	vehicle=bus
reply	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Port Authority Bus Terminal	vehicle=bus, line=M11, departure_time=8:13am, direction=World Trade Center, from_stop=Port Authority Bus Terminal
apologize	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Delancey Street	*=notfound, from_stop=Delancey Street
request	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Houston Street	to_stop=?
confirm-request	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Prince Street	confirm: from_stop=Prince Street; request: to_stop=?
confirm	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Prince Street	from_stop=Prince Street
reply	i would like to go to from *STOP to *STOP man	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go to from Bleecker Street to Grand Central man	direction=Grand Central, line=M, from_stop=Bleecker Street, vehicle=subway, departure_time=8:01am
apologize	i would like to go to from *STOP to *STOP man	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go to from Chambers Street to Canal Street man	*=notfound, from_stop=Chambers Street, to_stop=Canal Street
confirm	i would like to go to from *STOP to *STOP man	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go to from Rockefeller Center to Cathedral Parkway man	from_stop=Rockefeller Center, to_stop=Cathedral Parkway
reply	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Rector Street	from_stop=Franklin Street, line=Q, departure_time=11:12am, direction=Rector Street, vehicle=subway
apologize	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Columbia University	*=notfound, to_stop=Columbia University
request	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Roosevelt Island	from_stop=?
confirm-request	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Rector Street	confirm: to_stop=Rector Street; request: from_stop=?
confirm	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Rector Street	to_stop=Rector Street
reply	can you give me a time for the next connection	"inform(alternative=""next"")"	can you give me a time for the next connection	line=M35, departure_time=10:18am, from_stop=Canal Street, direction=Lincoln Center, vehicle=bus
apologize	can you give me a time for the next connection	"inform(alternative=""next"")"	can you give me a time for the next connection	*=notfound, alternative=next
confirm	can you give me a time for the next connection	"inform(alternative=""next"")"	can you give me a time for the next connection	alternative=next
reply	can you give me the second option	"inform(alternative=""2"")"	can you give me the second option	line=M103, direction=Fulton Street, vehicle=bus, from_stop=Marble Hill, departure_time=2:13pm
apologize	can you give me the second option	"inform(alternative=""2"")"	can you give me the second option	*=notfound, alternative=2
confirm	can you give me the second option	"inform(alternative=""2"")"	can you give me the second option	alternative=2
