type	abstr_utt	abstr_da	utt	da
apologize	my destination is *STOP c o r t l a n d t st-	"inform(to_stop=""*STREET"")"	my destination is Fulton Street c o r t l a n d t st-	*=notfound, to_stop=Fulton Street
request	by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	by bus	from_stop=?, to_stop=?
apologize	i want to change my destination to *STOP	"inform(to_stop=""*STREET"")"	i want to change my destination to Fulton Street	*=notfound, to_stop=Fulton Street
reply	how long is the trip	request(duration)&request(distance)	how long is the trip	distance=0.7 miles, duration=41 minutes
reply	i want to find a connection from *STOP queen to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to find a connection from Park Place queen to Roosevelt Island	departure_time=10:01pm, line=Q, from_stop=Park Place, direction=Roosevelt Island, vehicle=subway
reply	i'd like it from *STOP to the	"inform(from_stop=""*STOP"")"	i'd like it from Inwood to the	direction=Washington Square, from_stop=Inwood, vehicle=subway, line=6, departure_time=1:19pm
reply	*NUMBER minutes	"inform(departure_time=""*TIME"")"	thirty minutes	direction=Prince Street, from_stop=Broad Street, vehicle=bus, departure_time=0:30pm, line=M14
request	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Prince Street from	to_stop=?
confirm	i need a pub- public transit leaving from *STOP	"inform(from_stop=""*STOP"")"	i need a pub- public transit leaving from Roosevelt Island	from_stop=Roosevelt Island
reply	id like to find a *VEHICLE connection please	"inform(vehicle=""*VEHICLE"")"	id like to find a subway connection please	from_stop=Rector Street, line=7, departure_time=5:13pm, vehicle=subway, direction=Washington Square
request	rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	rather take the subway	from_stop=?, to_stop=?
apologize	i wanna find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i wanna find a bus connection from Times Square to Rector Street	*=notfound, from_stop=Times Square, to_stop=Rector Street, vehicle=bus
apologize	i want to find a *VEHICLE connection from *STOP to *STOP *NUMBER	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Prince Street to Bowling Green *NUMBER	*=notfound, to_stop=Bowling Green, from_stop=Prince Street, vehicle=bus
apologize	to *STOP and	"inform(to_stop=""*STREET"")"	to Essex Street and	*=notfound, to_stop=Essex Street
reply	what is the how long is that trip	request(duration)&request(distance)	what is the how long is that trip	distance=5.0 miles, duration=33 minutes
request	connection in *NUMBER minutes	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	connection in thirty minutes	from_stop=?, to_stop=?
request	i need a pub- public transit leaving from *STOP	"inform(from_stop=""*STOP"")"	i need a pub- public transit leaving from Union Square	to_stop=?
apologize	i need to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i need to go from Wall Street to Cortlandt Street	*=notfound, from_stop=Wall Street, to_stop=Cortlandt Street
reply	i need to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i need to go from Astor Place to Bryant Park	direction=Bryant Park, vehicle=subway, from_stop=Astor Place, line=R, departure_time=8:10am
reply	to *STOP and	"inform(to_stop=""*STREET"")"	to Astor Place and	from_stop=City Hall, direction=Astor Place, line=3, vehicle=subway, departure_time=10:00am
request	yes i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes i would like to take the subway	from_stop=?, to_stop=?
request	from *STOP t-	"inform(from_stop=""*STREET"")"	from Union Square t-	to_stop=?
confirm	going to *STOP	"inform(to_stop=""*STREET"")"	going to Grand Central	to_stop=Grand Central
request	looking for *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	looking for subway connection	from_stop=?, to_stop=?
confirm	yes i would like to go from *STOP to gra-	"inform(from_stop=""*STOP"")"	yes i would like to go from Bowling Green to gra-	from_stop=Bowling Green
confirm-request	i want to arrive at *STOP	"inform(to_stop=""*STREET"")"	i want to arrive at Penn Station	confirm: to_stop=Penn Station; request: from_stop=?
reply	how many transfers will there be	request(num_transfers)	how many transfers will there be	num_transfers=1
request	i want to arrive at *STOP	"inform(to_stop=""*STREET"")"	i want to arrive at Franklin Street	from_stop=?
confirm	i want to leave at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to leave at eleven am by bus	departure_time=11:00, ampm=am, vehicle=bus
apologize	i would prefer to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would prefer to go by subway	*=notfound, vehicle=subway
reply	is the time needed for the journey and the arrival time at the destination	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	is the time needed for the journey and the arrival time at the destination	duration=25 minutes, arrival_time=3:01pm
request	*NUMBER o'clock from	"inform(departure_time=""*TIME"")"	seven o'clock from	from_stop=?, to_stop=?
confirm	ok and i need to find out the connection in a *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	ok and i need to find out the connection in a half an hour	departure_time_rel=0:30
confirm	what about time requirements to find out the next connection	"request(duration)&inform(alternative=""next"")"	what about time requirements to find out the next connection	alternative=next
confirm	yes can i have a connection to from *STOP to ro	"inform(from_stop=""*STREET"")"	yes can i have a connection to from Canal Street to ro	from_stop=Canal Street
confirm	yes i'd like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i'd like to travel from Washington Square to Fulton Street	from_stop=Washington Square, to_stop=Fulton Street
reply	how long will it take to re-	request(duration)	how long will it take to re-	duration=20 minutes
reply	is there a later time	"inform(alternative=""next"")"	is there a later time	line=M34, departure_time=11:00am, direction=Bleecker Street, from_stop=Bowery, vehicle=bus
confirm-request	is there an alternative route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative route at two pm	confirm: departure_time=2:00, ampm=pm; request: from_stop=?, to_stop=?
reply	how long will it take to get there on the *VEHICLE	"inform(vehicle=""*VEHICLE"")&request(duration)"	how long will it take to get there on the bus	duration=17 minutes
apologize	*STOP to *NUMBER street	"inform(from_stop=""*STREET"")"	Fulton Street to *NUMBER street	*=notfound, from_stop=Fulton Street
apologize	transit schedule from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	transit schedule from Park Place to Herald Square	*=notfound, to_stop=Herald Square, from_stop=Park Place
reply	how much time is needed and what is the arrival time	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how much time is needed and what is the arrival time	duration=44 minutes, arrival_time=5:26pm
apologize	i want to go at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to go at nine am by subway	*=notfound, departure_time=9:00, ampm=am, vehicle=subway
confirm	want to find a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	want to find a subway connection	vehicle=subway
confirm	from *STOP 	"inform(from_stop=""*STREET"")"	from Bowery 	from_stop=Bowery
confirm-request	i'd like to go from *STOP to the	"inform(from_stop=""*STOP"")"	i'd like to go from Park Place to the	confirm: from_stop=Park Place; request: to_stop=?
confirm	i wanna leave at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i wanna leave at ten am by subway	departure_time=10:00, ampm=am, vehicle=subway
confirm-request	but i want to go to by by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	but i want to go to by by bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	no i would like to go to *STOP	"inform(to_stop=""*STOP"")"	no i would like to go to Roosevelt Island	to_stop=Roosevelt Island
reply	how long is it how many transfers and what is the distance of	request(num_transfers)&request(distance)	how long is it how many transfers and what is the distance of	distance=1.0 miles, num_transfers=2
confirm-request	is there a connection at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at eight in the evening	confirm: departure_time=8:00, ampm=pm; request: from_stop=?, to_stop=?
apologize	but i want to go to by by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	but i want to go to by by bus	*=notfound, vehicle=bus
apologize	street at *NUMBER o'clock *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	street at five o'clock pm	*=notfound, departure_time=5:00, ampm=pm
reply	is there a different connection like a *VEHICLE	"inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there a different connection like a bus	vehicle=bus, line=M10, from_stop=Houston Street, direction=Bowery, departure_time=1:05pm
confirm	yes i need directions to *STOP	"inform(to_stop=""*STREET"")"	yes i need directions to Lincoln Center	to_stop=Lincoln Center
confirm	i want to know how to get from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to know how to get from Bryant Park to Prince Street	to_stop=Prince Street, from_stop=Bryant Park
confirm	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	departure_time_rel=0:30
reply	can i get a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	can i get a subway	vehicle=subway, departure_time=8:17am, direction=Cortlandt Street, from_stop=Fulton Street, line=2
apologize	ok i want to go to *STOP	"inform(to_stop=""*STREET"")"	ok i want to go to City Hall	*=notfound, to_stop=City Hall
request	i prefer to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i prefer to take the bus	from_stop=?, to_stop=?
confirm	is there a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at ten am	departure_time=10:00, ampm=am
confirm	how long will it take to get to *STOP	"inform(to_stop=""*STOP"")&request(duration)"	how long will it take to get to World Trade Center	to_stop=World Trade Center
apologize	i need to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i need to get from Broad Street to Central Park	*=notfound, from_stop=Broad Street, to_stop=Central Park
reply	ok and how many transfers will i need	request(num_transfers)	ok and how many transfers will i need	num_transfers=1
request	schedule at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	schedule at eight in the morning	from_stop=?, to_stop=?
apologize	i want to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Park Place to Roosevelt Island	*=notfound, from_stop=Park Place, to_stop=Roosevelt Island, vehicle=subway
confirm	i want to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Lincoln Center to Bowling Green	from_stop=Lincoln Center, to_stop=Bowling Green, vehicle=bus
request	can i go to *STOP	"inform(to_stop=""*STREET"")"	can i go to Marble Hill	from_stop=?
confirm	connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	connection from Bryant Park to Lincoln Center	from_stop=Bryant Park, to_stop=Lincoln Center
apologize	going to *STOP	"inform(to_stop=""*STREET"")"	going to Prince Street	*=notfound, to_stop=Prince Street
reply	no i want a *VEHICLE option	"inform(vehicle=""*VEHICLE"")"	no i want a subway option	line=J, direction=Columbus Circle, vehicle=subway, from_stop=Bleecker Street, departure_time=2:12pm
confirm-request	is there an alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at four pm	confirm: departure_time=4:00, ampm=pm; request: from_stop=?, to_stop=?
apologize	i would like to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i would like to find a subway connection from Inwood to Delancey Street	*=notfound, from_stop=Inwood, to_stop=Delancey Street, vehicle=subway
confirm-request	i want to leave at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i want to leave at four pm	confirm: departure_time=4:00, ampm=pm; request: from_stop=?, to_stop=?
request	i need a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i need a connection by bus	from_stop=?, to_stop=?
confirm-request	i want to travel to *STOP	"inform(to_stop=""*STREET"")"	i want to travel to Marble Hill	confirm: to_stop=Marble Hill; request: from_stop=?
confirm-request	*NUMBER minutes	"inform(departure_time=""*TIME"")"	thirty minutes	confirm: departure_time=0:30; request: from_stop=?, to_stop=?
confirm-reply	ok how long will that take and when is the next connection	"request(departure_time=""*DEPARTURE_TIME"")&request(duration)&inform(alternative=""next"")"	ok how long will that take and when is the next connection	confirm: alternative=next; reply: duration=49 minutes, departure_time=6:24pm
confirm	want to go to *STOP	"inform(to_stop=""*STREET"")"	want to go to Cathedral Parkway	to_stop=Cathedral Parkway
confirm	is there a later time	"inform(alternative=""next"")"	is there a later time	alternative=next
apologize	*VEHICLE line	"inform(vehicle=""*VEHICLE"")"	subway line	*=notfound, vehicle=subway
apologize	but i wanna go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	but i wanna go by subway	*=notfound, vehicle=subway
reply	okay can i get another ride	"inform(alternative=""next"")"	okay can i get another ride	vehicle=bus, from_stop=Cathedral Parkway, line=M100, direction=Grand Street, departure_time=9:08pm
confirm	i'm asking for public transport and i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i'm asking for public transport and i want to go from Bryant Park to Union Square	from_stop=Bryant Park, to_stop=Union Square
request	i need a connection in *NUMBER minutes	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	i need a connection in ten minutes	from_stop=?, to_stop=?
confirm-request	then i would like to get a *NUMBER o'clock travel to *STOP	"inform(to_stop=""*STOP"")&inform(arrival_time=""*ARRIVAL_TIME"")"	then i would like to get a nine o'clock travel to Astor Place	confirm: to_stop=Astor Place, arrival_time=9:00; request: from_stop=?
reply	i want to go from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to go from Broad Street to Park Place	vehicle=subway, line=Z, departure_time=10:03am, from_stop=Broad Street, direction=Park Place
apologize	no i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	no i want to go from Port Authority Bus Terminal to Prince Street	*=notfound, from_stop=Port Authority Bus Terminal, to_stop=Prince Street
confirm-request	i need a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	i need a bus connection	confirm: vehicle=bus; request: from_stop=?, to_stop=?
apologize	i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to take the subway	*=notfound, vehicle=subway
apologize	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the subway connection from Herald Square	*=notfound, from_stop=Herald Square, vehicle=subway
request	what about *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	what about ten in the morning	from_stop=?, to_stop=?
apologize	yes i want to go from *STOP to *STOP on the *VEHICLE	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	yes i want to go from Rector Street to Bryant Park on the subway	*=notfound, from_stop=Rector Street, to_stop=Bryant Park, vehicle=subway
confirm	in *NUMBER an hour	"inform(departure_time_rel=""*TIME_REL"")"	in half an hour	departure_time_rel=0:30
reply	i would like to search for a route leaving from *STOP to 	"inform(from_stop=""*STREET"")"	i would like to search for a route leaving from Delancey Street to 	from_stop=Delancey Street, line=M60, departure_time=11:09am, direction=Central Park, vehicle=bus
confirm	i want to change my destination to *STOP	"inform(to_stop=""*STREET"")"	i want to change my destination to Herald Square	to_stop=Herald Square
apologize	i want to change my mind and go to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	i want to change my mind and go to East Broadway at four o'clock	*=notfound, to_stop=East Broadway, departure_time=4:00
apologize	okay what if i'd rather ride the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay what if i'd rather ride the bus	*=notfound, vehicle=bus
confirm	i need a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i need a connection by bus	vehicle=bus
reply	i need to know the duration of the trip and find out connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&request(duration)"	i need to know the duration of the trip and find out connection at eight pm	duration=21 minutes
reply	how far what is the distance of this trip	request(distance)	how far what is the distance of this trip	distance=8.7 miles
confirm	*STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	Roosevelt Island to Columbia University	from_stop=Roosevelt Island, to_stop=Columbia University
confirm	is there an option at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option at ten am	departure_time=10:00, ampm=am
apologize	ok what if i leave at around *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	ok what if i leave at around ten am	*=notfound, departure_time=10:00, ampm=am
apologize	yes i would like to ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to ride from Houston Street to Rector Street	*=notfound, from_stop=Houston Street, to_stop=Rector Street
reply	how much time will it take	request(duration)	how much time will it take	duration=76 minutes
apologize	i would like *NUMBER o'clock *VEHICLE to *STOP	"inform(to_stop=""*STOP"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	i would like ten o'clock subway to Delancey Street	*=notfound, to_stop=Delancey Street, departure_time=10:00, vehicle=subway
request	no *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no *NUMBER am	from_stop=?, to_stop=?
apologize	alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	alternative at nine am	*=notfound, departure_time=9:00, ampm=am
apologize	what is the next connection from *STOP	"inform(from_stop=""*STOP"")&inform(alternative=""next"")"	what is the next connection from Grand Street	*=notfound, from_stop=Grand Street, alternative=next
reply	want to find a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	want to find a bus connection	from_stop=Bowery, vehicle=bus, line=M104, direction=Columbia University, departure_time=11:15am
confirm-reply	and what time would the next connection be	"request(departure_time=""*DEPARTURE_TIME"")&inform(alternative=""next"")"	and what time would the next connection be	confirm: alternative=next; reply: departure_time=3:55pm
confirm	yes i would like to know when i could catch the next transportation from *STOP	"inform(from_stop=""*STOP"")&inform(alternative=""next"")"	yes i would like to know when i could catch the next transportation from Rector Street	from_stop=Rector Street, alternative=next
apologize	is there a *VEHICLE option	"inform(vehicle=""*VEHICLE"")"	is there a bus option	*=notfound, vehicle=bus
reply	from *STOP	"inform(from_stop=""*STREET"")"	from Central Park	from_stop=Central Park, vehicle=subway, line=5, direction=Astor Place, departure_time=1:17pm
confirm	looking for *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	looking for bus connection	vehicle=bus
apologize	can i get a ride at *NUMBER in the *AMPM and i want to go by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	can i get a ride at eleven in the morning and i want to go by bus	*=notfound, departure_time=11:00, ampm=am, vehicle=bus
confirm-request	*NUMBER *AMPM schedule by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	six pm schedule by subway	confirm: departure_time=6:00, ampm=pm, vehicle=subway; request: from_stop=?, to_stop=?
confirm	i want to go to *STOP from *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STREET"")"	i want to go to Grand Street from Dyckman Street	to_stop=Grand Street, from_stop=Dyckman Street
reply	how far is it	request(distance)	how far is it	distance=1.5 miles
confirm-reply	i want to know how long it takes to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)&request(distance)"	i want to know how long it takes to get from Astor Place to Herald Square	confirm: from_stop=Astor Place, to_stop=Herald Square; reply: distance=9.4 miles, duration=39 minutes
confirm-request	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	confirm: departure_time_rel=0:30; request: from_stop=?, to_stop=?
apologize	no i'm departing from *STOP and i'm going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	no i'm departing from Columbia University and i'm going to Cathedral Parkway	*=notfound, from_stop=Columbia University, to_stop=Cathedral Parkway
confirm	there a *NUMBER o'clock schedule	"inform(departure_time=""*DEPARTURE_TIME"")"	there a seven o'clock schedule	departure_time=7:00
request	i'm heading to *STOP	"inform(to_stop=""*STOP"")"	i'm heading to Cortlandt Street	from_stop=?
reply	i would like to leave or depart at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like to leave or depart at three pm	line=3, from_stop=Union Square, direction=Broad Street, departure_time=3:09pm, vehicle=subway
reply	yes i'd like details on a trip from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i'd like details on a trip from Central Park to Dyckman Street	direction=Dyckman Street, departure_time=7:02am, from_stop=Central Park, vehicle=bus, line=M7
request	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at ten am and would like to take the bus	from_stop=?, to_stop=?
apologize	i need a ride at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need a ride at eight pm	*=notfound, departure_time=8:00, ampm=pm
reply	what is the duration of that	request(duration)	what is the duration of that	duration=26 minutes
confirm	no i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	no i want to go from Cortlandt Street to Lincoln Center	from_stop=Cortlandt Street, to_stop=Lincoln Center
apologize	is there a departure at a later time	"inform(alternative=""next"")"	is there a departure at a later time	*=notfound, alternative=next
confirm	is there a later option	"inform(alternative=""next"")"	is there a later option	alternative=next
confirm	i want to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to travel from Cathedral Parkway to Chambers Street	from_stop=Cathedral Parkway, to_stop=Chambers Street
request	in *NUMBER an hour	"inform(departure_time_rel=""*TIME_REL"")"	in half an hour	from_stop=?, to_stop=?
reply	how many transfers	request(num_transfers)	how many transfers	num_transfers=0
confirm	*STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	Columbus Circle to Broad Street	to_stop=Broad Street, from_stop=Columbus Circle
apologize	no is there an option at *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no is there an option at *NUMBER pm	*=notfound, ampm=pm
confirm-request	what connection will i be in *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	what connection will i be in half an hour	confirm: departure_time_rel=0:30; request: from_stop=?, to_stop=?
reply	yes i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes i would like to take the subway	direction=Cortlandt Street, line=L, vehicle=subway, departure_time=11:07am, from_stop=Wall Street
confirm-request	yes *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes eleven am	confirm: departure_time=11:00, ampm=am; request: from_stop=?, to_stop=?
reply	how how long will it take	request(duration)	how how long will it take	duration=74 minutes
confirm-request	i need a ride at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need a ride at eight am	confirm: departure_time=8:00, ampm=am; request: from_stop=?, to_stop=?
reply	how long will the ride take	request(duration)	how long will the ride take	duration=40 minutes
confirm	i'm looking for a *NUMBER *AMPM connection	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i'm looking for a two pm connection	departure_time=2:00, ampm=pm
request	i would like my departure time at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i would like my departure time at two pm	from_stop=?, to_stop=?
reply	but i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	but i want to go by bus	departure_time=9:03pm, line=M86, from_stop=Roosevelt Island, vehicle=bus, direction=Port Authority Bus Terminal
reply	information to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	information to get from Union Square to Inwood	vehicle=bus, from_stop=Union Square, line=M12, direction=Inwood, departure_time=7:08am
confirm-request	i'd like to find out connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i'd like to find out connection at eleven am	confirm: departure_time=11:00, ampm=am; request: from_stop=?, to_stop=?
confirm	is there *NUMBER at *NUMBER o'clock in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there four at four o'clock in the afternoon	departure_time=4:00, ampm=pm
confirm	connection in *NUMBER minutes	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	connection in thirty minutes	departure_time_rel=0:30
reply	i would like a *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like a four pm	departure_time=4:18pm, line=R, direction=Bowling Green, vehicle=subway, from_stop=City Hall
confirm	i am traveling from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i am traveling from Herald Square to Roosevelt Island	to_stop=Roosevelt Island, from_stop=Herald Square
reply	i'm changing go to *STOP	"inform(to_stop=""*STOP"")"	i'm changing go to Essex Street	from_stop=Canal Street, direction=Essex Street, line=M98, vehicle=bus, departure_time=12:18pm
reply	i want to find a connection from *STOP	"inform(from_stop=""*STREET"")"	i want to find a connection from Chambers Street	line=M5, departure_time=12:10pm, direction=Bowling Green, from_stop=Chambers Street, vehicle=bus
confirm-request	going to *STOP	"inform(to_stop=""*STREET"")"	going to Grand Central	confirm: to_stop=Grand Central; request: from_stop=?
confirm-request	okay what if i'd rather ride the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay what if i'd rather ride the subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
reply	yes i am still here can we take the *VEHICLE 	"inform(vehicle=""*VEHICLE"")"	yes i am still here can we take the subway 	direction=Central Park, line=M, vehicle=subway, departure_time=6:08pm, from_stop=Dyckman Street
confirm-request	best connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	best connection at twelve pm	confirm: departure_time=12:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	i would like to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i would like to find a bus connection from Lincoln Center to Fulton Street	from_stop=Lincoln Center, to_stop=Fulton Street, vehicle=bus
reply	yes how to start from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes how to start from Bleecker Street to East Broadway	from_stop=Bleecker Street, direction=East Broadway, vehicle=bus, line=M21, departure_time=9:08pm
confirm-request	yeah i do want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yeah i do want to depart from Washington Square	confirm: from_stop=Washington Square; request: to_stop=?
confirm	i would like to go to from *STOP to *STOP man	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go to from Essex Street to Astor Place man	from_stop=Essex Street, to_stop=Astor Place
reply	i want to know how to get from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i want to know how to get from Franklin Street to Grand Street	departure_time=8:04am, line=B, vehicle=subway, direction=Grand Street, from_stop=Franklin Street
