type	abstr_utt	abstr_da	utt	da
apologize	i need to know about trips starting from *STOP and going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i need to know about trips starting from Washington Square and going to Franklin Street	*=notfound, from_stop=Washington Square, to_stop=Franklin Street
confirm	i need to know about trips starting from *STOP and going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i need to know about trips starting from Union Square and going to Dyckman Street	from_stop=Union Square, to_stop=Dyckman Street
reply	i need to know how to depart from *STOP and finish at *STOP	"confirm(from_stop=""*STREET"")"	i need to know how to depart from Broad Street and finish at *STOP	line=A, vehicle=subway, direction=Cathedral Parkway, from_stop=Broad Street, departure_time=8:02pm
apologize	i need to know how to depart from *STOP and finish at *STOP	"confirm(from_stop=""*STREET"")"	i need to know how to depart from Fulton Street and finish at *STOP	*=notfound, from_stop=Fulton Street
request	i need to know how to depart from *STOP and finish at *STOP	"confirm(from_stop=""*STREET"")"	i need to know how to depart from Penn Station and finish at *STOP	to_stop=?
confirm-request	i need to know how to depart from *STOP and finish at *STOP	"confirm(from_stop=""*STREET"")"	i need to know how to depart from Rockefeller Center and finish at *STOP	confirm: from_stop=Rockefeller Center; request: to_stop=?
confirm	i need to know how to depart from *STOP and finish at *STOP	"confirm(from_stop=""*STREET"")"	i need to know how to depart from Rockefeller Center and finish at *STOP	from_stop=Rockefeller Center
reply	i need to know how to start from *STOP and get to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i need to know how to start from Broad Street and get to Grand Street	line=B, vehicle=subway, from_stop=Broad Street, direction=Grand Street, departure_time=8:13am
apologize	i need to know how to start from *STOP and get to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i need to know how to start from Cortlandt Street and get to Houston Street	*=notfound, from_stop=Cortlandt Street, to_stop=Houston Street
confirm	i need to know how to start from *STOP and get to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i need to know how to start from City Hall and get to Wall Street	from_stop=City Hall, to_stop=Wall Street
reply	i need to leave at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need to leave at eight in the evening	line=R, direction=Bowling Green, departure_time=8:11pm, vehicle=subway, from_stop=Park Place
apologize	i need to leave at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need to leave at nine in the morning	*=notfound, departure_time=9:00, ampm=am
request	i need to leave at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need to leave at seven in the morning	from_stop=?, to_stop=?
confirm-request	i need to leave at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need to leave at eight in the evening	confirm: departure_time=8:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	i need to leave at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need to leave at eight in the evening	departure_time=8:00, ampm=pm
reply	time needed	request(duration)	time needed	duration=58 minutes
reply	a *NUMBER o clock *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a *NUMBER o clock bus	departure_time=11:09pm, line=M20, vehicle=bus, direction=Fulton Street, from_stop=World Trade Center
apologize	a *NUMBER o clock *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a *NUMBER o clock subway	*=notfound, vehicle=subway
request	a *NUMBER o clock *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a *NUMBER o clock subway	from_stop=?, to_stop=?
confirm-request	a *NUMBER o clock *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a *NUMBER o clock bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	a *NUMBER o clock *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a *NUMBER o clock bus	vehicle=bus
reply	for *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	for nine am	from_stop=Grand Street, vehicle=subway, departure_time=9:04am, direction=East Broadway, line=D
apologize	for *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	for ten pm	*=notfound, departure_time=10:00, ampm=pm
request	for *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	for one pm	from_stop=?, to_stop=?
confirm-request	for *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	for seven am	confirm: departure_time=7:00, ampm=am; request: from_stop=?, to_stop=?
confirm	for *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	for seven am	departure_time=7:00, ampm=am
reply	no *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no *NUMBER pm	vehicle=bus, from_stop=City Hall, line=M15, direction=Columbus Circle, departure_time=11:17pm
apologize	no *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no *NUMBER pm	*=notfound, ampm=pm
request	no *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no *NUMBER pm	from_stop=?, to_stop=?
confirm-request	no *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no *NUMBER pm	confirm: ampm=pm; request: from_stop=?, to_stop=?
confirm	no *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no *NUMBER pm	ampm=pm
reply	yes *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes one pm	direction=Bowery, departure_time=1:13pm, from_stop=Cortlandt Street, vehicle=bus, line=M2
apologize	yes *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes three pm	*=notfound, departure_time=3:00, ampm=pm
request	yes *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes four pm	from_stop=?, to_stop=?
confirm-request	yes *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes one pm	confirm: departure_time=1:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	yes *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes one pm	departure_time=1:00, ampm=pm
reply	*NUMBER o'clock from	"inform(departure_time=""*TIME"")"	four o'clock from	vehicle=subway, line=D, direction=Chambers Street, from_stop=Bowery, departure_time=4:07am
apologize	*NUMBER o'clock from	"inform(departure_time=""*TIME"")"	four o'clock from	*=notfound, departure_time=4:00
request	*NUMBER o'clock from	"inform(departure_time=""*TIME"")"	eight o'clock from	from_stop=?, to_stop=?
confirm-request	*NUMBER o'clock from	"inform(departure_time=""*TIME"")"	five o'clock from	confirm: departure_time=5:00; request: from_stop=?, to_stop=?
confirm	*NUMBER o'clock from	"inform(departure_time=""*TIME"")"	five o'clock from	departure_time=5:00
reply	*NUMBER o'clock	"inform(departure_time=""*TIME"")"	eleven o'clock	vehicle=bus, direction=Lincoln Center, line=M57, from_stop=Columbus Circle, departure_time=11:10pm
apologize	*NUMBER o'clock	"inform(departure_time=""*TIME"")"	three o'clock	*=notfound, departure_time=3:00
request	*NUMBER o'clock	"inform(departure_time=""*TIME"")"	six o'clock	from_stop=?, to_stop=?
confirm-request	*NUMBER o'clock	"inform(departure_time=""*TIME"")"	eight o'clock	confirm: departure_time=8:00; request: from_stop=?, to_stop=?
confirm	*NUMBER o'clock	"inform(departure_time=""*TIME"")"	eight o'clock	departure_time=8:00
reply	instead of going to *STOP i'd like to g-	"inform(to_stop=""*STOP"")"	instead of going to Chambers Street i'd like to g-	direction=Chambers Street, line=M, from_stop=Grand Central, vehicle=subway, departure_time=3:07pm
apologize	instead of going to *STOP i'd like to g-	"inform(to_stop=""*STOP"")"	instead of going to Columbia University i'd like to g-	*=notfound, to_stop=Columbia University
request	instead of going to *STOP i'd like to g-	"inform(to_stop=""*STOP"")"	instead of going to Rockefeller Center i'd like to g-	from_stop=?
confirm-request	instead of going to *STOP i'd like to g-	"inform(to_stop=""*STOP"")"	instead of going to Washington Square i'd like to g-	confirm: to_stop=Washington Square; request: from_stop=?
confirm	instead of going to *STOP i'd like to g-	"inform(to_stop=""*STOP"")"	instead of going to Washington Square i'd like to g-	to_stop=Washington Square
reply	time of arrival	"request(arrival_time=""*ARRIVAL_TIME"")"	time of arrival	arrival_time=11:23am
reply	ride on the *VEHICLE from delancey to *STOP	"inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	ride on the bus from delancey to Bryant Park	vehicle=bus, direction=Bryant Park, departure_time=4:05pm, from_stop=Bryant Park, line=M8
apologize	ride on the *VEHICLE from delancey to *STOP	"inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	ride on the subway from delancey to East Broadway	*=notfound, to_stop=East Broadway, vehicle=subway
request	ride on the *VEHICLE from delancey to *STOP	"inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	ride on the subway from delancey to Lincoln Center	from_stop=?
confirm-request	ride on the *VEHICLE from delancey to *STOP	"inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	ride on the subway from delancey to Houston Street	confirm: to_stop=Houston Street, vehicle=subway; request: from_stop=?
confirm	ride on the *VEHICLE from delancey to *STOP	"inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	ride on the subway from delancey to Houston Street	to_stop=Houston Street, vehicle=subway
reply	no port authority to *STOP	"inform(to_stop=""*STREET"")"	no port authority to Astor Place	vehicle=bus, direction=Astor Place, line=M1, departure_time=6:05pm, from_stop=Fulton Street
apologize	no port authority to *STOP	"inform(to_stop=""*STREET"")"	no port authority to Columbia University	*=notfound, to_stop=Columbia University
request	no port authority to *STOP	"inform(to_stop=""*STREET"")"	no port authority to Washington Square	from_stop=?
confirm-request	no port authority to *STOP	"inform(to_stop=""*STREET"")"	no port authority to Chambers Street	confirm: to_stop=Chambers Street; request: from_stop=?
confirm	no port authority to *STOP	"inform(to_stop=""*STREET"")"	no port authority to Chambers Street	to_stop=Chambers Street
reply	i prefer to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i prefer to take the bus	vehicle=bus, departure_time=8:09pm, line=M102, from_stop=Rockefeller Center, direction=Cathedral Parkway
apologize	i prefer to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i prefer to take the bus	*=notfound, vehicle=bus
request	i prefer to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i prefer to take the bus	from_stop=?, to_stop=?
confirm-request	i prefer to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i prefer to take the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	i prefer to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i prefer to take the bus	vehicle=bus
reply	i rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i rather take the bus	departure_time=8:07pm, line=M23, from_stop=City Hall, vehicle=bus, direction=Cortlandt Street
apologize	i rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i rather take the subway	*=notfound, vehicle=subway
request	i rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i rather take the subway	from_stop=?, to_stop=?
confirm-request	i rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i rather take the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	i rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i rather take the bus	vehicle=bus
reply	i'd rather use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i'd rather use the bus	from_stop=Essex Street, departure_time=7:07am, vehicle=bus, line=M23, direction=Inwood
apologize	i'd rather use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i'd rather use the bus	*=notfound, vehicle=bus
request	i'd rather use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i'd rather use the subway	from_stop=?, to_stop=?
confirm-request	i'd rather use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i'd rather use the subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	i'd rather use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i'd rather use the subway	vehicle=subway
reply	i'm saying i want to go to *STOP and i know i want to know how long it will take	"inform(to_stop=""*STREET"")&request(duration)"	i'm saying i want to go to Marble Hill and i know i want to know how long it will take	duration=41 minutes
confirm-reply	i'm saying i want to go to *STOP and i know i want to know how long it will take	"inform(to_stop=""*STREET"")&request(duration)"	i'm saying i want to go to Columbus Circle and i know i want to know how long it will take	confirm: to_stop=Columbus Circle; reply: duration=41 minutes
confirm	i'm saying i want to go to *STOP and i know i want to know how long it will take	"inform(to_stop=""*STREET"")&request(duration)"	i'm saying i want to go to Columbus Circle and i know i want to know how long it will take	to_stop=Columbus Circle
reply	transit schedule from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	transit schedule from Grand Central to Park Place	from_stop=Grand Central, line=7, direction=Park Place, departure_time=8:00am, vehicle=subway
apologize	transit schedule from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	transit schedule from Penn Station to Wall Street	*=notfound, to_stop=Wall Street, from_stop=Penn Station
confirm	transit schedule from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	transit schedule from Penn Station to Fulton Street	to_stop=Fulton Street, from_stop=Penn Station
reply	from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	from Chambers Street to Dyckman Street	direction=Dyckman Street, vehicle=bus, line=M79, departure_time=8:11pm, from_stop=Chambers Street
apologize	from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	from Canal Street to Cathedral Parkway	*=notfound, from_stop=Canal Street, to_stop=Cathedral Parkway
confirm	from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	from Herald Square to Prince Street	from_stop=Herald Square, to_stop=Prince Street
reply	from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	from Columbus Circle to Penn Station	vehicle=bus, direction=Penn Station, departure_time=8:16am, from_stop=Columbus Circle, line=M23
apologize	from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	from Bleecker Street to Bowling Green	*=notfound, to_stop=Bowling Green, from_stop=Bleecker Street
confirm	from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	from Cortlandt Street to Lincoln Center	to_stop=Lincoln Center, from_stop=Cortlandt Street
reply	to *STOP	"inform(to_stop=""*STOP"")"	to Fulton Street	vehicle=bus, direction=Fulton Street, line=M20, from_stop=Columbus Circle, departure_time=7:15am
apologize	to *STOP	"inform(to_stop=""*STOP"")"	to Rector Street	*=notfound, to_stop=Rector Street
request	to *STOP	"inform(to_stop=""*STOP"")"	to Marble Hill	from_stop=?
confirm-request	to *STOP	"inform(to_stop=""*STOP"")"	to Houston Street	confirm: to_stop=Houston Street; request: from_stop=?
confirm	to *STOP	"inform(to_stop=""*STOP"")"	to Houston Street	to_stop=Houston Street
reply	-klin street and going to *STOP	"inform(to_stop=""*STOP"")"	-klin street and going to Cortlandt Street	from_stop=Bleecker Street, line=6, departure_time=8:07pm, direction=Cortlandt Street, vehicle=subway
apologize	-klin street and going to *STOP	"inform(to_stop=""*STOP"")"	-klin street and going to Marble Hill	*=notfound, to_stop=Marble Hill
request	-klin street and going to *STOP	"inform(to_stop=""*STOP"")"	-klin street and going to City Hall	from_stop=?
confirm-request	-klin street and going to *STOP	"inform(to_stop=""*STOP"")"	-klin street and going to Penn Station	confirm: to_stop=Penn Station; request: from_stop=?
confirm	-klin street and going to *STOP	"inform(to_stop=""*STOP"")"	-klin street and going to Penn Station	to_stop=Penn Station
reply	from *STOP 	"inform(from_stop=""*STREET"")"	from Essex Street 	vehicle=bus, departure_time=8:15am, line=M2, direction=Roosevelt Island, from_stop=Essex Street
apologize	from *STOP 	"inform(from_stop=""*STREET"")"	from Port Authority Bus Terminal 	*=notfound, from_stop=Port Authority Bus Terminal
request	from *STOP 	"inform(from_stop=""*STREET"")"	from Inwood 	to_stop=?
confirm-request	from *STOP 	"inform(from_stop=""*STREET"")"	from Houston Street 	confirm: from_stop=Houston Street; request: to_stop=?
confirm	from *STOP 	"inform(from_stop=""*STREET"")"	from Houston Street 	from_stop=Houston Street
reply	from *STOP	"inform(from_stop=""*STREET"")"	from Columbia University	from_stop=Columbia University, vehicle=subway, departure_time=7:19pm, line=Q, direction=Broad Street
apologize	from *STOP	"inform(from_stop=""*STREET"")"	from Roosevelt Island	*=notfound, from_stop=Roosevelt Island
request	from *STOP	"inform(from_stop=""*STREET"")"	from Times Square	to_stop=?
confirm-request	from *STOP	"inform(from_stop=""*STREET"")"	from Grand Street	confirm: from_stop=Grand Street; request: to_stop=?
confirm	from *STOP	"inform(from_stop=""*STREET"")"	from Grand Street	from_stop=Grand Street
reply	from *STOP t-	"inform(from_stop=""*STREET"")"	from Broad Street t-	direction=Essex Street, from_stop=Broad Street, line=6, vehicle=subway, departure_time=10:05am
apologize	from *STOP t-	"inform(from_stop=""*STREET"")"	from Herald Square t-	*=notfound, from_stop=Herald Square
request	from *STOP t-	"inform(from_stop=""*STREET"")"	from Bowery t-	to_stop=?
confirm-request	from *STOP t-	"inform(from_stop=""*STREET"")"	from Wall Street t-	confirm: from_stop=Wall Street; request: to_stop=?
confirm	from *STOP t-	"inform(from_stop=""*STREET"")"	from Wall Street t-	from_stop=Wall Street
reply	from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	from Wall Street to Rector Street	line=A, vehicle=subway, from_stop=Wall Street, departure_time=9:10am, direction=Rector Street
apologize	from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	from Prince Street to Union Square	*=notfound, from_stop=Prince Street, to_stop=Union Square
confirm	from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	from Broad Street to Bryant Park	from_stop=Broad Street, to_stop=Bryant Park
reply	to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	to Columbus Circle at one o'clock	direction=Columbus Circle, departure_time=1:11am, vehicle=bus, line=M20, from_stop=Dyckman Street
apologize	to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	to Park Place at four o'clock	*=notfound, to_stop=Park Place, departure_time=4:00
request	to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	to Rector Street at one o'clock	from_stop=?
confirm-request	to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	to Cortlandt Street at eight o'clock	confirm: to_stop=Cortlandt Street, departure_time=8:00; request: from_stop=?
confirm	to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	to Cortlandt Street at eight o'clock	to_stop=Cortlandt Street, departure_time=8:00
reply	to *STOP	"inform(to_stop=""*STREET"")"	to Cortlandt Street	line=M106, direction=Cortlandt Street, departure_time=7:02am, from_stop=Essex Street, vehicle=bus
apologize	to *STOP	"inform(to_stop=""*STREET"")"	to Roosevelt Island	*=notfound, to_stop=Roosevelt Island
request	to *STOP	"inform(to_stop=""*STREET"")"	to Prince Street	from_stop=?
confirm-request	to *STOP	"inform(to_stop=""*STREET"")"	to Delancey Street	confirm: to_stop=Delancey Street; request: from_stop=?
confirm	to *STOP	"inform(to_stop=""*STREET"")"	to Delancey Street	to_stop=Delancey Street
reply	rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	rather take the bus	direction=East Broadway, from_stop=Cortlandt Street, line=M101, departure_time=10:14am, vehicle=bus
apologize	rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	rather take the subway	*=notfound, vehicle=subway
request	rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	rather take the bus	from_stop=?, to_stop=?
confirm-request	rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	rather take the bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	rather take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	rather take the bus	vehicle=bus
reply	change the destination to *STOP	"inform(to_stop=""*STOP"")"	change the destination to Dyckman Street	from_stop=Bowling Green, departure_time=8:03pm, direction=Dyckman Street, vehicle=bus, line=M15
apologize	change the destination to *STOP	"inform(to_stop=""*STOP"")"	change the destination to Houston Street	*=notfound, to_stop=Houston Street
request	change the destination to *STOP	"inform(to_stop=""*STOP"")"	change the destination to Fulton Street	from_stop=?
confirm-request	change the destination to *STOP	"inform(to_stop=""*STOP"")"	change the destination to Roosevelt Island	confirm: to_stop=Roosevelt Island; request: from_stop=?
confirm	change the destination to *STOP	"inform(to_stop=""*STOP"")"	change the destination to Roosevelt Island	to_stop=Roosevelt Island
reply	change the destination to *STOP	"inform(to_stop=""*STREET"")"	change the destination to Prince Street	vehicle=bus, line=M35, direction=Prince Street, from_stop=Union Square, departure_time=6:18pm
apologize	change the destination to *STOP	"inform(to_stop=""*STREET"")"	change the destination to Wall Street	*=notfound, to_stop=Wall Street
request	change the destination to *STOP	"inform(to_stop=""*STREET"")"	change the destination to Herald Square	from_stop=?
confirm-request	change the destination to *STOP	"inform(to_stop=""*STREET"")"	change the destination to East Broadway	confirm: to_stop=East Broadway; request: from_stop=?
confirm	change the destination to *STOP	"inform(to_stop=""*STREET"")"	change the destination to East Broadway	to_stop=East Broadway
reply	-each the destination and what time will i be there	"request(arrival_time=""*ARRIVAL_TIME"")"	-each the destination and what time will i be there	arrival_time=8:48pm
reply	is the time needed for the journey and the arrival time at the destination	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	is the time needed for the journey and the arrival time at the destination	duration=63 minutes, arrival_time=5:00pm
reply	what's the arrival time at the destination	"request(arrival_time=""*ARRIVAL_TIME"")"	what's the arrival time at the destination	arrival_time=8:25pm
reply	alright then go to *STOP	"inform(to_stop=""*STREET"")"	alright then go to Chambers Street	vehicle=bus, direction=Chambers Street, departure_time=2:09pm, from_stop=Lincoln Center, line=M12
apologize	alright then go to *STOP	"inform(to_stop=""*STREET"")"	alright then go to Lincoln Center	*=notfound, to_stop=Lincoln Center
request	alright then go to *STOP	"inform(to_stop=""*STREET"")"	alright then go to Columbia University	from_stop=?
confirm-request	alright then go to *STOP	"inform(to_stop=""*STREET"")"	alright then go to World Trade Center	confirm: to_stop=World Trade Center; request: from_stop=?
confirm	alright then go to *STOP	"inform(to_stop=""*STREET"")"	alright then go to World Trade Center	to_stop=World Trade Center
reply	are there any connections	"inform(alternative=""dontcare"")"	are there any connections	vehicle=subway, line=C, direction=City Hall, from_stop=Essex Street, departure_time=3:08pm
apologize	are there any connections	"inform(alternative=""dontcare"")"	are there any connections	*=notfound, alternative=dontcare
confirm	are there any connections	"inform(alternative=""dontcare"")"	are there any connections	alternative=dontcare
reply	is there a connection after that	"inform(alternative=""next"")"	is there a connection after that	line=A, departure_time=6:19pm, from_stop=Broad Street, direction=Marble Hill, vehicle=subway
apologize	is there a connection after that	"inform(alternative=""next"")"	is there a connection after that	*=notfound, alternative=next
confirm	is there a connection after that	"inform(alternative=""next"")"	is there a connection after that	alternative=next
reply	is there a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at one pm	direction=Penn Station, from_stop=Essex Street, line=A, departure_time=1:02pm, vehicle=subway
apologize	is there a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at five pm	*=notfound, departure_time=5:00, ampm=pm
request	is there a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at ten am	from_stop=?, to_stop=?
confirm-request	is there a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at ten pm	confirm: departure_time=10:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	is there a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at ten pm	departure_time=10:00, ampm=pm
reply	is there a connection at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at nine in the evening	vehicle=subway, line=M, direction=Central Park, departure_time=9:12pm, from_stop=Cathedral Parkway
apologize	is there a connection at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at ten in the morning	*=notfound, departure_time=10:00, ampm=am
request	is there a connection at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at ten in the evening	from_stop=?, to_stop=?
confirm-request	is there a connection at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at four in the afternoon	confirm: departure_time=4:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	is there a connection at *NUMBER in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at four in the afternoon	departure_time=4:00, ampm=pm
reply	is there a connection at *NUMBER o'clock *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at eight o'clock am	direction=Prince Street, from_stop=Grand Central, departure_time=8:02am, line=M20, vehicle=bus
apologize	is there a connection at *NUMBER o'clock *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at twelve o'clock pm	*=notfound, departure_time=12:00, ampm=pm
request	is there a connection at *NUMBER o'clock *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at eleven o'clock am	from_stop=?, to_stop=?
confirm-request	is there a connection at *NUMBER o'clock *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at eight o'clock am	confirm: departure_time=8:00, ampm=am; request: from_stop=?, to_stop=?
confirm	is there a connection at *NUMBER o'clock *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at eight o'clock am	departure_time=8:00, ampm=am
reply	is there a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there a connection by bus	departure_time=6:08pm, direction=Grand Central, line=M34, from_stop=Prince Street, vehicle=bus
apologize	is there a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there a connection by bus	*=notfound, vehicle=bus
request	is there a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there a connection by subway	from_stop=?, to_stop=?
confirm-request	is there a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there a connection by bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	is there a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there a connection by bus	vehicle=bus
reply	is there a departure at a later time	"inform(alternative=""next"")"	is there a departure at a later time	vehicle=bus, from_stop=Port Authority Bus Terminal, departure_time=1:10pm, line=M4, direction=Essex Street
apologize	is there a departure at a later time	"inform(alternative=""next"")"	is there a departure at a later time	*=notfound, alternative=next
confirm	is there a departure at a later time	"inform(alternative=""next"")"	is there a departure at a later time	alternative=next
reply	is there a different connection like a *VEHICLE	"inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there a different connection like a subway	direction=Prince Street, from_stop=Rockefeller Center, line=A, vehicle=subway, departure_time=11:09am
apologize	is there a different connection like a *VEHICLE	"inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there a different connection like a bus	*=notfound, vehicle=bus, alternative=next
