type	abstr_utt	abstr_da	utt	da
confirm	i want to find a connection from *STOP queen to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to find a connection from Bryant Park queen to Wall Street	from_stop=Bryant Park, to_stop=Wall Street
reply	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Chambers Street from	line=M, from_stop=Chambers Street, vehicle=subway, departure_time=8:07am, direction=Delancey Street
apologize	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Penn Station from	*=notfound, from_stop=Penn Station, vehicle=bus
request	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Columbus Circle from	to_stop=?
confirm-request	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Fulton Street from	confirm: from_stop=Fulton Street, vehicle=subway; request: to_stop=?
confirm	i want to find a *VEHICLE connection from *STOP from	"inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Fulton Street from	from_stop=Fulton Street, vehicle=subway
reply	i want to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Times Square to Canal Street	line=M14, vehicle=bus, departure_time=2:15pm, from_stop=Times Square, direction=Canal Street
apologize	i want to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Franklin Street to Broad Street	*=notfound, from_stop=Franklin Street, to_stop=Broad Street, vehicle=bus
confirm	i want to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a subway connection from Lincoln Center to Bryant Park	from_stop=Lincoln Center, to_stop=Bryant Park, vehicle=subway
reply	i want to find a *VEHICLE connection from *STOP to *STOP *NUMBER	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Bleecker Street to Columbus Circle *NUMBER	departure_time=10:18am, from_stop=Bleecker Street, vehicle=bus, line=M22, direction=Columbus Circle
apologize	i want to find a *VEHICLE connection from *STOP to *STOP *NUMBER	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Washington Square to Prince Street *NUMBER	*=notfound, to_stop=Prince Street, from_stop=Washington Square, vehicle=bus
confirm	i want to find a *VEHICLE connection from *STOP to *STOP *NUMBER	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i want to find a bus connection from Marble Hill to Chambers Street *NUMBER	to_stop=Chambers Street, from_stop=Marble Hill, vehicle=bus
reply	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by subway	vehicle=subway, departure_time=10:07am, from_stop=Cortlandt Street, direction=Rockefeller Center, line=E
apologize	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by bus	*=notfound, vehicle=bus
request	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by bus	from_stop=?, to_stop=?
confirm-request	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to go by subway	vehicle=subway
reply	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Union Square	departure_time=8:08am, direction=Times Square, line=4, from_stop=Union Square, vehicle=subway
apologize	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from East Broadway	*=notfound, from_stop=East Broadway
request	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Lincoln Center	to_stop=?
confirm-request	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Port Authority Bus Terminal	confirm: from_stop=Port Authority Bus Terminal; request: to_stop=?
confirm	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Port Authority Bus Terminal	from_stop=Port Authority Bus Terminal
reply	i want to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go from East Broadway to Penn Station	departure_time=10:14am, line=M22, vehicle=bus, from_stop=East Broadway, direction=Penn Station
apologize	i want to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go from Astor Place to Wall Street	*=notfound, from_stop=Astor Place, to_stop=Wall Street
confirm	i want to go from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go from Columbus Circle to Chambers Street	from_stop=Columbus Circle, to_stop=Chambers Street
reply	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Bowling Green	direction=Canal Street, line=M14, vehicle=bus, from_stop=Bowling Green, departure_time=10:15am
apologize	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Park Place	*=notfound, from_stop=Park Place
request	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Astor Place	to_stop=?
confirm-request	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Cortlandt Street	confirm: from_stop=Cortlandt Street; request: to_stop=?
confirm	i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go from Cortlandt Street	from_stop=Cortlandt Street
reply	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to East Broadway	from_stop=Port Authority Bus Terminal, vehicle=bus, line=M102, departure_time=11:12am, direction=East Broadway
apologize	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to Lincoln Center	*=notfound, to_stop=Lincoln Center
request	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to Lincoln Center	from_stop=?
confirm-request	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to Columbus Circle	confirm: to_stop=Columbus Circle; request: from_stop=?
confirm	i want to go to *STOP	"inform(to_stop=""*STOP"")"	i want to go to Columbus Circle	to_stop=Columbus Circle
reply	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Columbus Circle hello	line=M5, vehicle=bus, from_stop=Columbus Circle, direction=Columbus Circle, departure_time=10:17am
apologize	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Park Place hello	*=notfound, to_stop=Park Place
request	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Herald Square hello	from_stop=?
confirm-request	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Rector Street hello	confirm: to_stop=Rector Street; request: from_stop=?
confirm	i want to go to *STOP hello	"inform(to_stop=""*STREET"")"	i want to go to Rector Street hello	to_stop=Rector Street
reply	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Bowery	direction=Bowery, departure_time=7:04am, vehicle=bus, from_stop=Herald Square, line=M57
apologize	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Times Square	*=notfound, to_stop=Times Square
request	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Bowling Green	from_stop=?
confirm-request	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Grand Street	confirm: to_stop=Grand Street; request: from_stop=?
confirm	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Grand Street	to_stop=Grand Street
reply	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	line=M50, direction=Marble Hill, departure_time=6:05pm, vehicle=bus, from_stop=Fulton Street
apologize	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	*=notfound, departure_time_rel=0:30
request	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	from_stop=?, to_stop=?
confirm-request	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	confirm: departure_time_rel=0:30; request: from_stop=?, to_stop=?
confirm	and what is the connection in an *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	and what is the connection in an half an hour	departure_time_rel=0:30
reply	uh what is the distance of that trip	request(distance)	uh what is the distance of that trip	distance=4.4 miles
reply	and what's the duration of that	request(duration)	and what's the duration of that	duration=64 minutes
reply	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the bus connection from Columbia University	vehicle=bus, from_stop=Columbia University, departure_time=11:19am, line=M100, direction=Fulton Street
apologize	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the subway connection from Cortlandt Street	*=notfound, from_stop=Cortlandt Street, vehicle=subway
request	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the subway connection from Park Place	to_stop=?
confirm-request	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the subway connection from Roosevelt Island	confirm: from_stop=Roosevelt Island, vehicle=subway; request: to_stop=?
confirm	i would like the *VEHICLE connection from *STOP	"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	i would like the subway connection from Roosevelt Island	from_stop=Roosevelt Island, vehicle=subway
reply	i would like to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i would like to find a subway connection from Penn Station to Bowling Green	vehicle=subway, line=R, departure_time=9:12am, direction=Bowling Green, from_stop=Penn Station
apologize	i would like to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i would like to find a subway connection from Cathedral Parkway to Rockefeller Center	*=notfound, from_stop=Cathedral Parkway, to_stop=Rockefeller Center, vehicle=subway
confirm	i would like to find a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i would like to find a subway connection from Lincoln Center to Broad Street	from_stop=Lincoln Center, to_stop=Broad Street, vehicle=subway
reply	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a subway	direction=Dyckman Street, departure_time=7:01pm, vehicle=subway, line=C, from_stop=Port Authority Bus Terminal
apologize	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a bus	*=notfound, vehicle=bus
request	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a subway	from_stop=?, to_stop=?
confirm-request	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	i would like to find a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would like to find a bus	vehicle=bus
reply	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Houston Street	departure_time=11:16am, line=M22, vehicle=bus, from_stop=Houston Street, direction=Washington Square
apologize	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Columbia University	*=notfound, from_stop=Columbia University
request	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Rector Street	to_stop=?
confirm-request	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Park Place	confirm: from_stop=Park Place; request: to_stop=?
confirm	i would like to go from *STOP	"inform(from_stop=""*STREET"")"	i would like to go from Park Place	from_stop=Park Place
reply	i would like to go to from *STOP to *STOP man	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go to from Delancey Street to Houston Street man	vehicle=subway, departure_time=12:13pm, from_stop=Delancey Street, line=D, direction=Houston Street
apologize	i would like to go to from *STOP to *STOP man	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go to from East Broadway to Washington Square man	*=notfound, from_stop=East Broadway, to_stop=Washington Square
confirm	i would like to go to from *STOP to *STOP man	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i would like to go to from Roosevelt Island to Wall Street man	from_stop=Roosevelt Island, to_stop=Wall Street
reply	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Dyckman Street	departure_time=4:14pm, direction=Dyckman Street, vehicle=subway, line=Z, from_stop=Canal Street
apologize	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Times Square	*=notfound, to_stop=Times Square
request	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Penn Station	from_stop=?
confirm-request	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Essex Street	confirm: to_stop=Essex Street; request: from_stop=?
confirm	i would like to go to *STOP	"inform(to_stop=""*STREET"")"	i would like to go to Essex Street	to_stop=Essex Street
reply	can you give me a time for the next connection	"inform(alternative=""next"")"	can you give me a time for the next connection	line=M7, departure_time=8:05pm, direction=East Broadway, from_stop=Times Square, vehicle=bus
apologize	can you give me a time for the next connection	"inform(alternative=""next"")"	can you give me a time for the next connection	*=notfound, alternative=next
confirm	can you give me a time for the next connection	"inform(alternative=""next"")"	can you give me a time for the next connection	alternative=next
reply	can you give me the second option	"inform(alternative=""2"")"	can you give me the second option	vehicle=bus, direction=East Broadway, from_stop=Astor Place, line=M103, departure_time=7:01pm
apologize	can you give me the second option	"inform(alternative=""2"")"	can you give me the second option	*=notfound, alternative=2
confirm	can you give me the second option	"inform(alternative=""2"")"	can you give me the second option	alternative=2
